"OTUs","Rain_spec","Seed_spec","Rain_fid","Seed_fid","Rain_IndV","Seed_IndV","s.Rain","s.Seed","index","stat","p.value"
"Zotu1016",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10161",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10164",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1018",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1019",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu102",0,1,0,0.25,0,0.25,0,1,2,0.5,0.0645
"Zotu1020",1,0,0.0892857142857143,0,0.0892857142857143,0,1,0,1,0.298807152333598,1
"Zotu10205",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10223",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10224",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10228",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10239",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1024",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10257",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10269",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10287",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu103",1,0,0.553571428571429,0,0.553571428571429,0,1,0,1,0.744023809142845,0.1328
"Zotu10302",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10303",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10304",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10307",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10314",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1032",1,0,0.107142857142857,0,0.107142857142857,0,1,0,1,0.327326835353989,1
"Zotu10324",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1033",1,0,0.125,0,0.125,0,1,0,1,0.353553390593274,1
"Zotu10357",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10361",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1037",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu104",1,0,0.142857142857143,0,0.142857142857143,0,1,0,1,0.377964473009227,0.7238
"Zotu1040",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu10419",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10426",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10427",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1043",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu10433",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10445",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu1045",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu10454",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu10457",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10472",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10486",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10491",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1050",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10501",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10503",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10509",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1052",1,0,0.125,0,0.125,0,1,0,1,0.353553390593274,1
"Zotu10528",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10529",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10540",0,1,0,0.25,0,0.25,0,1,2,0.5,0.0645
"Zotu1058",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu10589",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1059",0,1,0,0.25,0,0.25,0,1,2,0.5,0.0672
"Zotu10592",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10594",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu10608",0,1,0,0.25,0,0.25,0,1,2,0.5,0.0704
"Zotu1061",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu1062",1,0,0.107142857142857,0,0.107142857142857,0,1,0,1,0.327326835353989,1
"Zotu10625",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10626",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10639",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10647",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1068",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu107",0,1,0,0.75,0,0.75,0,1,2,0.866025403784439,2e-04
"Zotu1070",1,0,0.0892857142857143,0,0.0892857142857143,0,1,0,1,0.298807152333598,1
"Zotu10702",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1071",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu10710",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1072",0,1,0,0.25,0,0.25,0,1,2,0.5,0.0645
"Zotu10721",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10749",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1075",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu10754",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1077",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu1078",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10790",0,1,0,0.25,0,0.25,0,1,2,0.5,0.0645
"Zotu108",1,0,0.589285714285714,0,0.589285714285714,0,1,0,1,0.767649473578738,0.1102
"Zotu10805",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10815",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10817",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10821",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10839",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1084",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu1085",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10869",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10889",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu1089",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu109",1,0,0.803571428571429,0,0.803571428571429,0,1,0,1,0.896421457000795,0.0037
"Zotu10912",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10931",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10947",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10952",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu10967",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu1097",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu10972",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10973",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10975",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10993",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu10995",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu110",1,0,0.553571428571429,0,0.553571428571429,0,1,0,1,0.744023809142845,0.1182
"Zotu11003",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11026",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1103",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu11033",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11045",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11055",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1107",1,0,0.107142857142857,0,0.107142857142857,0,1,0,1,0.327326835353989,1
"Zotu11073",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11110",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11116",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu11119",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1112",1,0,0.107142857142857,0,0.107142857142857,0,1,0,1,0.327326835353989,1
"Zotu1114",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu1116",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu11160",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11166",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11169",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11174",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11177",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu1118",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu11189",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11203",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1121",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu1122",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu11233",0,1,0,0.25,0,0.25,0,1,2,0.5,0.065
"Zotu11235",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1124",0.176470588235294,0.823529411764706,0.0535714285714286,0.25,0.00945378151260504,0.205882352941176,0,1,2,0.453742606486515,0.2492
"Zotu11240",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu1126",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu11274",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11283",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11295",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11298",0,1,0,0.25,0,0.25,0,1,2,0.5,0.0672
"Zotu11314",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1134",1,0,0.125,0,0.125,0,1,0,1,0.353553390593274,1
"Zotu11343",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11353",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1136",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu11393",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu114",1,0,0.642857142857143,0,0.642857142857143,0,1,0,1,0.801783725737273,0.0593
"Zotu1140",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11410",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11441",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11460",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11468",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu115",0.695652173913043,0.304347826086956,0.803571428571429,0.25,0.559006211180124,0.0760869565217391,1,0,1,0.74766717941884,0.2803
"Zotu11503",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11505",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1151",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11545",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1156",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu11562",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11572",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11580",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11605",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1163",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu11665",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1167",0.00431034482758621,0.995689655172414,0.0178571428571429,0.25,7.69704433497537e-05,0.248922413793103,0,1,2,0.498921250091739,0.0645
"Zotu11671",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11685",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11698",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu117",0.324561403508772,0.675438596491228,0.625,0.25,0.202850877192982,0.168859649122807,1,0,1,0.450389694812151,1
"Zotu1170",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu11733",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11747",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1175",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu1176",1,0,0.142857142857143,0,0.142857142857143,0,1,0,1,0.377964473009227,1
"Zotu11762",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11764",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu11777",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1179",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11794",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11821",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11826",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1184",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu11859",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11880",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu11899",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu119",0.911392405063291,0.0886075949367089,0.607142857142857,0.25,0.553345388788427,0.0221518987341772,1,0,1,0.743871890037812,0.1713
"Zotu1191",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu1192",1,0,0.0892857142857143,0,0.0892857142857143,0,1,0,1,0.298807152333598,1
"Zotu1193",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu1194",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu1195",1,0,0.142857142857143,0,0.142857142857143,0,1,0,1,0.377964473009227,1
"Zotu11952",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1196",1,0,0.196428571428571,0,0.196428571428571,0,1,0,1,0.443202630213959,0.596
"Zotu1199",0,1,0,0.5,0,0.5,0,1,2,0.707106781186548,0.0037
"Zotu12",0.811538461538462,0.188461538461538,0.767857142857143,0.25,0.623145604395605,0.0471153846153846,1,0,1,0.789395721039584,0.1205
"Zotu120",1,0,0.25,0,0.25,0,1,0,1,0.5,0.5751
"Zotu1200",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12012",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12042",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1205",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu12060",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1207",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu12070",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12080",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu121",1,0,0.607142857142857,0,0.607142857142857,0,1,0,1,0.77919372247398,0.0865
"Zotu12103",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12106",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu12115",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12127",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12132",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12137",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12149",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1215",1,0,0.125,0,0.125,0,1,0,1,0.353553390593274,1
"Zotu12152",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12169",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12175",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12178",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12182",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12189",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12195",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1220",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12205",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12214",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12217",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12220",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12236",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12246",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12253",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12255",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12259",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1229",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu123",1,0,0.678571428571429,0,0.678571428571429,0,1,0,1,0.823754471047914,0.0498
"Zotu1230",0,1,0,0.25,0,0.25,0,1,2,0.5,0.0645
"Zotu1231",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12316",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1232",1,0,0.125,0,0.125,0,1,0,1,0.353553390593274,1
"Zotu1233",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu1236",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu12368",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12399",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu124",1,0,0.482142857142857,0,0.482142857142857,0,1,0,1,0.694365074829414,0.182
"Zotu1240",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12402",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1241",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu12412",0,1,0,0.25,0,0.25,0,1,2,0.5,0.0704
"Zotu1244",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1248",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu12483",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu125",1,0,0.0892857142857143,0,0.0892857142857143,0,1,0,1,0.298807152333598,1
"Zotu1250",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu12515",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1253",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12561",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12565",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1257",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu12580",1,0,0.107142857142857,0,0.107142857142857,0,1,0,1,0.327326835353989,1
"Zotu126",0.559055118110236,0.440944881889764,0.785714285714286,0.5,0.4392575928009,0.220472440944882,1,0,1,0.662765111333495,0.7651
"Zotu1261",1,0,0.0892857142857143,0,0.0892857142857143,0,1,0,1,0.298807152333598,1
"Zotu12618",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu1264",1,0,0.0535714285714286,0,0.0535714285714286,0,1,0,1,0.231455024943138,1
"Zotu12668",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu12698",1,0,0.0178571428571429,0,0.0178571428571429,0,1,0,1,0.133630620956212,1
"Zotu127",1,0,0.464285714285714,0,0.464285714285714,0,1,0,1,0.681385143869247,0.1712
"Zotu1270",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
"Zotu1273",1,0,0.0357142857142857,0,0.0357142857142857,0,1,0,1,0.188982236504614,1
"Zotu1275",1,0,0.0714285714285714,0,0.0714285714285714,0,1,0,1,0.267261241912424,1
